,hid,hh_adults,hh_adolescents,hh_child,hh_youngchild,hhcount,hh_hhhjobstatus,hh_hhhjob,hh_hhhage,hh_hhheducation,hh_hhhsleep,hh_numberincome,hh_income,hh_hhnumber,hh_primary,hh_foodmonth,hh_food2weeks,hh_povertystep,hh_rooms,hh_floor,hh_toiletaway,hh_bathwater,hh_lights,hh_food1,hh_food2,hh_food3,hh_food4,hh_food6,hh_food7,hh_food8,hh_food9,hh_food10,hh_marketveg,hh_marketfruit,hh_manureanimal,hh_eating1,hh_hsbill,hh_hsbdiarrh,hh_hsbfever,hh_hsbcough,hh_hsbseverill,hh_andrugadvice,hh_anvac,hh_anabx,new_hhid,geometry
413,HH418LK,2,2,1,0,5,Unemployed ,,35.70704996577687,JCE  ,Other ,0,20000,Four ,2,Never,Sometimes,2,5,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,About once a week ,Never ,Several times a week ,,Dyeratu,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,413,POINT (3868724.160082475 -1798107.809636515)
414,HH463BK,1,1,1,0,3,Unemployed ,,29.023956194387406,PSLC ,Mattress (GRASS) on floor  ,1,40000,Three ,0,Never,Never,2,2,Sand/soil,Wait till I get home ,Tube well / borehole ,No,Never ,Never ,About once a week ,About once a week ,Never ,Never ,About once a week ,Never ,Less than once a week ,,Chikwawa boma,Nothing ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Unsure,Unsure,414,POINT (3866057.717420604 -1808977.888799008)
415,HH422TK,2,2,0,0,4,Paid employee ,Unskilled manual ,37.29774127310061,PSLC ,Cloth / Sack on floor  ,1,15000,Four ,2,Sometimes,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,,DYERATU,Use it as manure ,Self-feeding with spoon ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Unsure,415,POINT (3872202.888784621 -1806900.519683728)
416,HH418LK,2,2,1,0,5,Unemployed ,,35.70704996577687,JCE  ,Other ,0,20000,Four ,2,Never,Sometimes,2,5,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,About once a week ,Never ,Several times a week ,,Dyeratu,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,416,POINT (3872226.888784621 -1806892.519683728)
417,HH440PK,2,0,1,0,3,Unemployed ,,30.68583162217659,PSLC ,Bed alone  ,0,10000,Three ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,417,POINT (3872527.519911161 -1805986.12613542)
418,HH417NK,3,4,0,0,7,Unemployed ,,43.592060232717316,PSLC ,Cloth / Sack on floor  ,0,5000,Five ,4,Sometimes,Sometimes,3,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,Less than once a week ,Never ,About once a week ,Nedi,Nedi,Put it in the refuse pit ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,418,POINT (3868781.042091524 -1795069.845393708)
419,HH444HK,2,3,1,0,6,Unemployed ,,36.91444216290212,PSLC ,Cloth / Sack on floor  ,0,15000,Three ,3,Sometimes,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Less than once a week ,Never ,Never ,Never ,Never ,About once a week ,Never ,Several times a week ,,Dyeratu,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,419,POINT (3869170.70696729 -1798333.915661813)
420,HH460HK,2,0,1,1,4,Unemployed ,,45.51129363449692,None ,Bed and Matress ,0,30000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Public tap / Standpipe ,"Yes, gas powered lights ",Less than once a week ,About once a week ,Less than once a week ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,Never ,Less than once a week ,BOMA MARKET,BOMA  MARKET,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,420,POINT (3871524.421833089 -1803300.507058031)
421,HH4569K,2,1,1,0,4,Unemployed ,,21.15811088295688,None ,Cloth / Sack on floor  ,1,25000,Four ,0,Never,Never,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Less than once a week ,About once a week ,About once a week ,Less than once a week ,Less than once a week ,BOMA,BOMA,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Cure sick animals ,421,POINT (3868817.042091524 -1795127.845393708)
422,HH416PK,2,1,1,0,4,Paid employee ,Unskilled manual ,35.011635865845314,JCE  ,Other ,1,20000,More than 5,1,Sometimes,Sometimes,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,About once a week ,Never ,Less than once a week ,Several times a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Put it in the refuse pit ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Farmers or other households ,Prevent animals from becoming sick ,Unsure,422,POINT (3872140.148931946 -1807303.636027912)
423,HH470DK,2,0,0,1,3,Self employed ,Skilled manual ,24.629705681040384,PSLC ,Mattress (GRASS) on floor  ,0,6000,More than 5,0,Sometimes,Sometimes,2,2,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,About once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,,Local market in our area (pantondo),Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other (specify),Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,423,POINT (3866982.854686488 -1811718.401211856)
424,HH461FK,3,4,1,0,8,Unemployed ,,68.7419575633128,PSLC ,Cloth / Sack on floor  ,0,4000,Three ,3,Sometimes,Sometimes,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Less than once a week ,Less than once a week ,About once a week ,Several times a week ,Never ,About once a week ,Never ,Several times a week ,Chikwawa,Chikwawa,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,424,POINT (3871386.711639095 -1810540.299616026)
425,HH417NK,3,4,0,0,7,Unemployed ,,43.592060232717316,PSLC ,Cloth / Sack on floor  ,0,5000,Five ,4,Sometimes,Sometimes,3,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,Less than once a week ,Never ,About once a week ,Nedi,Nedi,Put it in the refuse pit ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,425,POINT (3872032.829628817 -1807295.379449539)
426,HH4817K,3,1,0,0,4,Self employed ,Unskilled manual ,52.21629021218344,PSLC ,Mattress (GRASS) on floor  ,2,4000,One (respondents) ,2,Often,Sometimes,1,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,Dyelatu,Dyelatu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,426,POINT (3867456.111544817 -1807430.165481005)
427,HH4489K,3,1,0,0,4,Unemployed ,,45.385352498288846,PSLC ,Cloth / Sack on floor  ,0,5000,Four ,1,Sometimes,Sometimes,2,3,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Less than once a week ,Never ,Never ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Dyeratu,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,427,POINT (3868839.042091524 -1795140.845393708)
428,HH434LK,2,0,0,0,2,Self employed ,Agriculture ,51.408624229979466,PSLC ,Bed and Matress ,1,30000,More than 5,0,Never,Never,3,6,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,Chikwawa market,Chikwawa market,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,428,POINT (3868936.335942914 -1798116.911928432)
429,HH4593K,2,2,0,0,4,Unemployed ,,46.89664613278576,None ,Cloth / Sack on floor  ,0,10000,Five ,1,Sometimes,Never,2,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,About once a week ,Less than once a week ,Several times a week ,About once a week ,Never ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The animal health workers ,Cure sick animals ,Cure sick animals ,429,POINT (3868197.26714281 -1797218.454052111)
430,HH435JK,2,3,1,0,6,Self employed ,Skilled manual ,37.83983572895277,PSLC ,Bed and Matress ,0,30000,Five ,4,Never,Never,2,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,Never ,About once a week ,About once a week ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,430,POINT (3871675.26652146 -1803175.982639068)
431,HH434LK,2,0,0,0,2,Self employed ,Agriculture ,51.408624229979466,PSLC ,Bed and Matress ,1,30000,More than 5,0,Never,Never,3,6,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,Chikwawa market,Chikwawa market,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,431,POINT (3871592.421833089 -1803323.507058031)
432,HH422TK,2,2,0,0,4,Paid employee ,Unskilled manual ,37.29774127310061,PSLC ,Cloth / Sack on floor  ,1,15000,Four ,2,Sometimes,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,,DYERATU,Use it as manure ,Self-feeding with spoon ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Unsure,432,POINT (3868913.042091524 -1795108.845393708)
433,HH4100K,3,2,1,0,6,Unemployed ,,55.90691307323751,JCE  ,Cloth / Sack on floor  ,0,5000,Four ,2,Never,Never,3,5,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Several times a week ,Never ,About once a week ,Never ,Never ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,433,POINT (3867460.111544817 -1807450.165481005)
434,HH496UK,2,1,0,0,3,Paid domestic worker ,Unskilled manual ,54.6611909650924,None ,Mattress (GRASS) on floor  ,1,30000,One (respondents) ,1,Sometimes,Never,1,2,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Less than once a week ,About once a week ,Dyeratu,Local market,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Health centre (private) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,434,POINT (3865543.595371829 -1809317.211565619)
435,HH451JK,2,0,1,1,4,Unemployed ,,34.12731006160164,PSLC ,Mattress (GRASS) on floor  ,1,10000,More than 5,0,Sometimes,Sometimes,2,5,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,In the village,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,435,POINT (3868803.042091524 -1795152.845393708)
436,HH419JK,1,2,0,1,4,Unemployed ,,52.55578370978782,None ,Mattress (GRASS) on floor  ,0,20000,Three ,1,Often,Often,1,2,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Never ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,436,POINT (3872196.888784621 -1806903.519683728)
437,HH470DK,2,0,0,1,3,Self employed ,Skilled manual ,24.629705681040384,PSLC ,Mattress on floor  ,1,6000,More than 5,0,Sometimes,Sometimes,2,2,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Gardens,Pantondo local market in our area,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other (specify),Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,437,POINT (3872217.888784621 -1806930.519683728)
438,HH470DK,2,0,0,1,3,Self employed ,Skilled manual ,24.629705681040384,PSLC ,Mattress (GRASS) on floor  ,0,6000,More than 5,0,Sometimes,Sometimes,2,2,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,About once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,,Local market in our area (pantondo),Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other (specify),Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,438,POINT (3871904.705117907 -1803393.984009212)
439,HH434LK,2,0,0,0,2,Self employed ,Agriculture ,51.408624229979466,PSLC ,Bed and Matress ,1,30000,More than 5,0,Never,Never,3,6,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,Chikwawa market,Chikwawa market,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,439,POINT (3868798.042091524 -1795143.845393708)
440,HH419JK,1,2,0,1,4,Unemployed ,,52.55578370978782,None ,Mattress (GRASS) on floor  ,0,20000,Three ,1,Often,Often,1,2,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Never ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,440,POINT (3868906.201086877 -1809915.521177354)
441,HH434LK,2,0,0,0,2,Self employed ,Agriculture ,51.408624229979466,PSLC ,Bed and Matress ,1,30000,More than 5,0,Never,Never,3,6,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,Chikwawa market,Chikwawa market,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,441,POINT (3871067.380989288 -1800385.051320676)
442,HH4905K,2,1,0,0,3,Self employed ,Unskilled manual ,40.4517453798768,PSLC ,Mattress (GRASS) on floor  ,2,35000,More than 5,1,Often,Always,2,4,Sand/soil,Other (specify),Tube well / borehole ,No,Never ,Never ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,About once a week ,,Dyeratu market,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,442,POINT (3871616.421833089 -1803320.507058031)
443,HH4497K,2,1,0,0,3,Unemployed ,,43.56741957563313,PSLC ,Cloth / Sack on floor  ,0,10000,Three ,1,Sometimes,Never,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Never ,Dyeratu,Dyeratu,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,443,POINT (3872264.888784621 -1806834.519683728)
444,HH447BK,2,1,0,0,3,Unemployed ,,44.19712525667351,None ,Bed and Matress ,0,10000,Four ,0,Sometimes,Never,2,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",About once a week ,About once a week ,About once a week ,About once a week ,About once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,444,POINT (3869111.437389437 -1798170.354064026)
445,HH442LK,2,0,0,1,3,Unpaid family worker ,,25.779603011635867,JCE  ,Bed and Matress ,0,28000,Three ,0,Never,Never,4,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,About once a week ,About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,DYERATU,DYERATU,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Fattening / increased growth ,Cure sick animals ,445,POINT (3869610.710046903 -1802265.311825617)
446,HH415RK,1,0,0,1,2,Self employed ,Sales and service ,29.697467488021903,JCE  ,Bed and Matress ,1,40000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Less than once a week ,,,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,446,POINT (3871618.26652146 -1803178.982639068)
447,HH469XK,2,2,0,0,4,Unemployed ,,60.4435318275154,PSLC ,Cloth / Sack on floor  ,1,15000,One (respondents) ,2,Sometimes,Often,1,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Less than once a week ,Less than once a week ,About once a week ,,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Referral Hospital (QECH) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,447,POINT (3867369.613145446 -1811759.110940008)
448,HH479WK,1,0,1,0,2,Unemployed ,,34.3025325119781,None ,Bed and Matress ,1,30000,One (respondents) ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Several times a week ,Less than once a week ,Several times a week ,,Dyeratu,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Health centre (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Cure sick animals ,448,POINT (3869610.299638254 -1811612.840632287)
449,HH413VK,2,0,1,0,3,Paid domestic worker ,Unskilled manual ,0.35044490075290896,PSLC ,Cloth / Sack on floor  ,0,20000,Five ,1,Never,Never,2,4,Cement,Borrow a toilet close by ,Public tap / Standpipe ,No,Never ,Never ,Less than once a week ,About once a week ,Several times a week ,Never ,Less than once a week ,Never ,About once a week ,Chikwawa,Chikwawa,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,449,POINT (3868857.042091524 -1795061.845393708)
450,HH4761K,1,2,0,0,3,Paid domestic worker ,Skilled manual ,29.809719370294317,PSLC ,Mattress (GRASS) on floor  ,1,2000,More than 5,1,Sometimes,Never,4,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Mobile market,People's gardens,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,450,POINT (3868962.042091524 -1795123.845393708)
451,HH418LK,2,2,1,0,5,Unemployed ,,35.70704996577687,JCE  ,Other ,0,20000,Four ,2,Never,Sometimes,2,5,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,About once a week ,Never ,Several times a week ,,Dyeratu,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,451,POINT (3872215.888784621 -1806905.519683728)
452,HH479WK,1,0,1,0,2,Unemployed ,,34.3025325119781,None ,Bed and Matress ,1,30000,One (respondents) ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Several times a week ,Less than once a week ,Several times a week ,,Dyeratu,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Health centre (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Cure sick animals ,452,POINT (3868906.201086877 -1809909.521177354)
453,HH433NK,3,3,0,0,6,Paid employee ,Unskilled manual ,60.435318275154,PSLC ,Bed and Matress ,1,30000,Two ,2,Sometimes,Never,3,4,Sand/soil,Borrow a toilet close by ,Piped outside dwelling ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,453,POINT (3869121.437389437 -1798145.354064026)
454,HH428HK,2,3,0,0,5,Unemployed ,,50.9678302532512,PSLC ,Mattress (GRASS) on floor  ,1,4000,Five ,2,Often,Sometimes,1,4,Sand/soil,Other (specify),Tube well / borehole ,No,Never ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Never ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Unsure,Unsure,454,POINT (3872495.767525051 -1805851.668548099)
455,HH461FK,3,4,1,0,8,Unemployed ,,68.7419575633128,PSLC ,Cloth / Sack on floor  ,0,4000,Three ,3,Sometimes,Sometimes,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Less than once a week ,Less than once a week ,About once a week ,Several times a week ,Never ,About once a week ,Never ,Several times a week ,Chikwawa,Chikwawa,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,455,POINT (3866853.085751794 -1811447.832589626)
456,HH4825K,2,3,0,0,5,Unemployed ,,53.73305954825462,None ,Mattress (GRASS) on floor  ,2,28000,One (respondents) ,3,Sometimes,Never,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,Mnthumba,Mnthumba,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Cure sick animals ,456,POINT (3866027.717420604 -1809013.888799008)
457,HH501VK,1,1,1,0,3,Self employed ,Unskilled manual ,26.581793292265573,PSLC ,Mattress (GRASS) on floor  ,1,20000,One (respondents) ,1,Sometimes,Sometimes,1,3,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Cure sick animals ,Cure sick animals ,457,POINT (3868706.446003425 -1798624.646420583)
