individual_number,house_number,age,ip_sex
2531,1339,26.0,Female
2532,1339,5.0,Female
2533,1340,25.0,Male 
2534,1340,19.0,Female
2535,1340,0.0,Female
2536,1350,18.0,Female
2537,1350,22.0,Male 
2538,1351,10.0,Female
2539,1351,15.0,Male 
2540,1351,37.0,Male 
2541,1351,29.0,Female
2542,1354,18.0,Female
2543,1354,22.0,Male 
2544,1356,43.0,Female
2545,1356,16.0,Male 
2546,1356,8.0,Male 
2547,1356,22.0,Male 
2548,1356,19.0,Male 
2549,1356,11.0,Female
2550,1356,14.0,Female
2551,1357,45.0,Female
2552,1357,10.0,Male 
2553,1357,19.0,Male 
2554,1357,16.0,Male 
2555,1358,29.0,Female
2556,1358,5.0,Female
2557,1358,2.0,Female
2558,1362,32.0,Female
2559,1362,44.0,Male 
2560,1362,16.0,Female
2561,1362,11.0,Female
2562,1362,3.0,Female
2563,1362,6.0,Male 
2564,1364,8.0,Male 
2565,1364,59.0,Male 
2566,1364,49.0,Female
2567,1365,24.0,Female
2568,1365,27.0,Male 
2569,1365,2.0,Male 
2570,1368,29.0,Male 
2571,1368,24.0,Female
2572,1368,5.0,Male 
2573,1368,8.0,Female
2574,1370,43.0,Female
2575,1370,16.0,Male 
2576,1370,8.0,Male 
2577,1370,22.0,Male 
2578,1370,19.0,Male 
2579,1370,11.0,Female
2580,1370,14.0,Female
2581,1372,53.0,Female
2582,1372,53.0,Female
2583,1374,32.0,Female
2584,1374,44.0,Male 
2585,1374,16.0,Female
2586,1374,11.0,Female
2587,1374,3.0,Female
2588,1374,6.0,Male 
2589,1378,34.0,Female
2590,1378,9.0,Female
2591,1378,9.0,Male 
2592,1378,1.0,Male 
2593,1379,20.0,Female
2594,1379,19.0,Male 
2595,1379,24.0,Male 
2596,1379,3.0,Male 
2597,1381,30.0,Female
2598,1381,5.0,Female
2599,1381,10.0,Male 
2600,1381,4.0,Male 
2601,1381,40.0,Male 
2602,1384,17.0,Female
2603,1384,12.0,Male 
2604,1384,32.0,Female
2605,1384,10.0,Male 
2606,1385,35.0,Female
2607,1385,3.0,Female
2608,1385,0.0,Female
2609,1385,34.0,Male 
2610,1386,29.0,Female
2611,1386,1.0,Male 
2612,1387,41.0,Female
2613,1387,43.0,Male 
2614,1387,8.0,Male 
2615,1389,40.0,Female
2616,1389,4.0,Female
2617,1389,44.0,Male 
2618,1391,32.0,Female
2619,1391,16.0,Male 
2620,1391,10.0,Male 
2621,1391,5.0,Male 
2622,1392,52.0,Female
2623,1392,3.0,Female
2624,1392,1.0,Female
2625,1392,12.0,Female
2626,1393,41.0,Female
2627,1393,43.0,Male 
2628,1393,8.0,Male 
2629,1395,33.0,Female
2630,1395,41.0,Male 
2631,1395,8.0,Female
2632,1400,7.0,Female
2633,1400,44.0,Male 
2634,1400,39.0,Female
2635,1400,2.0,Female
2636,1400,14.0,Female
2637,1400,11.0,Male 
2638,1401,45.0,Female
2639,1401,21.0,Female
2640,1401,60.0,Male 
2641,1408,35.0,Female
2642,1408,3.0,Female
2643,1408,0.0,Female
2644,1408,34.0,Male 
2645,1410,43.0,Female
2646,1410,16.0,Male 
2647,1410,8.0,Male 
2648,1410,22.0,Male 
2649,1410,19.0,Male 
2650,1410,11.0,Female
2651,1410,14.0,Female
2652,1411,29.0,Male 
2653,1411,24.0,Female
2654,1411,5.0,Male 
2655,1411,8.0,Female
2656,1412,45.0,Female
2657,1412,21.0,Female
2658,1412,60.0,Male 
2659,1414,35.0,Male 
2660,1414,29.0,Female
2661,1414,11.0,Female
2662,1414,5.0,Female
2663,1414,5.0,Male 
2664,1419,41.0,Female
2665,1419,43.0,Male 
2666,1419,8.0,Male 
2667,1421,7.0,Female
2668,1421,44.0,Male 
2669,1421,39.0,Female
2670,1421,2.0,Female
2671,1421,14.0,Female
2672,1421,11.0,Male 
2673,1422,45.0,Female
2674,1422,21.0,Female
2675,1422,60.0,Male 
2676,1423,34.0,Female
2677,1423,41.0,Male 
2678,1423,9.0,Female
2679,1423,7.0,Male 
2680,1423,2.0,Male 
2681,1423,1.0,Male 
2682,1424,52.0,Female
2683,1424,16.0,Male 
2684,1424,25.0,Male 
2685,1424,18.0,Female
2686,1425,43.0,Female
2687,1425,16.0,Male 
2688,1425,8.0,Male 
2689,1425,22.0,Male 
2690,1425,19.0,Male 
2691,1425,11.0,Female
2692,1425,14.0,Female
2693,1428,52.0,Female
2694,1428,16.0,Male 
2695,1428,25.0,Male 
2696,1428,18.0,Female
2697,1430,43.0,Female
2698,1430,16.0,Male 
2699,1430,8.0,Male 
2700,1430,22.0,Male 
2701,1430,19.0,Male 
2702,1430,11.0,Female
2703,1430,14.0,Female
2704,1431,34.0,Female
2705,1431,9.0,Female
2706,1431,9.0,Male 
2707,1431,1.0,Male 
2708,1433,45.0,Female
2709,1433,21.0,Female
2710,1433,60.0,Male 
2711,1438,37.0,Female
2712,1438,5.0,Female
2713,1438,32.0,Male 
2714,1438,1.0,Female
2715,1440,40.0,Female
2716,1440,4.0,Female
2717,1440,44.0,Male 
2718,1442,40.0,Female
2719,1442,4.0,Female
2720,1442,44.0,Male 
2721,1444,35.0,Male 
2722,1444,29.0,Female
2723,1444,11.0,Female
2724,1444,5.0,Female
2725,1444,5.0,Male 
2726,1445,17.0,Female
2727,1445,12.0,Male 
2728,1445,32.0,Female
2729,1445,10.0,Male 
2730,1446,45.0,Female
2731,1446,10.0,Male 
2732,1446,19.0,Male 
2733,1446,16.0,Male 
2734,1447,29.0,Female
2735,1447,5.0,Female
2736,1449,45.0,Female
2737,1449,10.0,Male 
2738,1449,19.0,Male 
2739,1449,16.0,Male 
2740,1452,45.0,Female
2741,1452,5.0,Male 
2742,1452,13.0,Male 
2743,1452,50.0,Male 
2744,1452,10.0,Male 
2745,1453,10.0,Female
2746,1453,15.0,Male 
2747,1453,37.0,Male 
2748,1453,29.0,Female
2749,1455,18.0,Female
2750,1455,22.0,Male 
2751,1456,53.0,Female
2752,1456,53.0,Female
2753,1457,35.0,Male 
2754,1457,29.0,Female
2755,1457,11.0,Female
2756,1457,5.0,Female
2757,1457,5.0,Male 
2758,1458,53.0,Female
2759,1458,53.0,Female
2760,1462,34.0,Female
2761,1462,41.0,Male 
2762,1462,9.0,Female
2763,1462,7.0,Male 
2764,1462,2.0,Male 
2765,1462,1.0,Male 
2766,1463,37.0,Female
2767,1463,5.0,Female
2768,1463,32.0,Male 
2769,1463,1.0,Female
2770,1465,13.0,Male 
2771,1465,7.0,Female
2772,1465,30.0,Female
2773,1465,5.0,Male 
2774,1467,40.0,Female
2775,1467,4.0,Female
2776,1467,44.0,Male 
2777,1468,7.0,Female
2778,1468,44.0,Male 
2779,1468,39.0,Female
2780,1468,2.0,Female
2781,1468,14.0,Female
2782,1468,11.0,Male 
2783,1469,34.0,Female
2784,1469,9.0,Female
2785,1469,9.0,Male 
2786,1469,1.0,Male 
2787,1470,13.0,Male 
2788,1470,7.0,Female
2789,1470,30.0,Female
2790,1470,5.0,Male 
2791,1472,29.0,Female
2792,1472,5.0,Female
2793,1472,2.0,Female
2794,1475,17.0,Female
2795,1475,12.0,Male 
2796,1475,32.0,Female
2797,1475,10.0,Male 
2798,1477,34.0,Female
2799,1477,41.0,Male 
2800,1477,9.0,Female
2801,1477,7.0,Male 
2802,1477,2.0,Male 
2803,1477,1.0,Male 
2804,1478,45.0,Female
2805,1478,10.0,Male 
2806,1478,19.0,Male 
2807,1478,16.0,Male 
2808,1479,39.0,Male 
2809,1479,18.0,Female
2810,1479,34.0,Female
2811,1479,0.0,Male 
2812,1480,32.0,Female
2813,1480,44.0,Male 
2814,1480,16.0,Female
2815,1480,11.0,Female
2816,1480,3.0,Female
2817,1480,6.0,Male 
2818,1481,40.0,Female
2819,1481,4.0,Female
2820,1481,44.0,Male 
2821,1482,34.0,Female
2822,1482,41.0,Male 
2823,1482,9.0,Female
2824,1482,7.0,Male 
2825,1482,2.0,Male 
2826,1482,1.0,Male 
2827,1486,33.0,Female
2828,1486,46.0,Male 
2829,1486,15.0,Male 
2830,1486,10.0,Male 
2831,1487,39.0,Male 
2832,1487,18.0,Female
2833,1487,34.0,Female
2834,1487,0.0,Male 
2835,1489,32.0,Female
2836,1489,44.0,Male 
2837,1489,16.0,Female
2838,1489,11.0,Female
2839,1489,3.0,Female
2840,1489,6.0,Male 
2841,1490,25.0,Male 
2842,1490,19.0,Female
2843,1490,0.0,Female
2844,1493,30.0,Male 
2845,1493,26.0,Female
2846,1493,5.0,Female
2847,1495,52.0,Female
2848,1495,16.0,Male 
2849,1495,25.0,Male 
2850,1495,18.0,Female
2851,1500,18.0,Female
2852,1500,22.0,Male 
2853,1507,34.0,Female
2854,1507,9.0,Female
2855,1507,9.0,Male 
2856,1507,1.0,Male 
2857,1508,45.0,Female
2858,1508,5.0,Male 
2859,1508,13.0,Male 
2860,1508,50.0,Male 
2861,1508,10.0,Male 
2862,1509,40.0,Female
2863,1509,4.0,Female
2864,1509,44.0,Male 
2865,1510,30.0,Female
2866,1510,5.0,Female
2867,1510,10.0,Male 
2868,1510,4.0,Male 
2869,1510,40.0,Male 
2870,1511,20.0,Female
2871,1511,19.0,Male 
2872,1511,24.0,Male 
2873,1511,3.0,Male 
2874,1513,53.0,Female
2875,1513,53.0,Female
2876,1515,20.0,Female
2877,1515,19.0,Male 
2878,1515,24.0,Male 
2879,1515,3.0,Male 
2880,1516,45.0,Female
2881,1516,5.0,Male 
2882,1516,13.0,Male 
2883,1516,50.0,Male 
2884,1516,10.0,Male 
2885,1519,33.0,Female
2886,1519,46.0,Male 
2887,1519,15.0,Male 
2888,1519,10.0,Male 
2889,1520,29.0,Female
2890,1520,1.0,Male 
2891,1521,33.0,Female
2892,1521,46.0,Male 
2893,1521,15.0,Male 
2894,1521,10.0,Male 
2895,1524,8.0,Male 
2896,1524,59.0,Male 
2897,1524,49.0,Female
2898,1527,29.0,Female
2899,1527,5.0,Female
2900,1528,45.0,Female
2901,1528,5.0,Male 
2902,1528,13.0,Male 
2903,1528,50.0,Male 
2904,1528,10.0,Male 
2905,1529,34.0,Female
2906,1529,9.0,Female
2907,1529,9.0,Male 
2908,1529,1.0,Male 
2909,1530,10.0,Female
2910,1530,15.0,Male 
2911,1530,37.0,Male 
2912,1530,29.0,Female
2913,1531,40.0,Female
2914,1531,4.0,Female
2915,1531,44.0,Male 
2916,1532,30.0,Male 
2917,1532,26.0,Female
2918,1532,5.0,Female
2919,1534,45.0,Female
2920,1534,21.0,Female
2921,1534,60.0,Male 
2922,1536,29.0,Male 
2923,1536,24.0,Female
2924,1536,5.0,Male 
2925,1536,8.0,Female
2926,1537,20.0,Female
2927,1537,19.0,Male 
2928,1537,24.0,Male 
2929,1537,3.0,Male 
2930,1538,34.0,Female
2931,1538,41.0,Male 
2932,1538,9.0,Female
2933,1538,7.0,Male 
2934,1538,2.0,Male 
2935,1538,1.0,Male 
2936,1539,8.0,Male 
2937,1539,59.0,Male 
2938,1539,49.0,Female
2939,1541,34.0,Female
2940,1541,41.0,Male 
2941,1541,9.0,Female
2942,1541,7.0,Male 
2943,1541,2.0,Male 
2944,1541,1.0,Male 
2945,1545,29.0,Male 
2946,1545,24.0,Female
2947,1545,5.0,Male 
2948,1545,8.0,Female
2949,1547,45.0,Female
2950,1547,21.0,Female
2951,1547,60.0,Male 
2952,1548,34.0,Female
2953,1548,41.0,Male 
2954,1548,9.0,Female
2955,1548,7.0,Male 
2956,1548,2.0,Male 
2957,1548,1.0,Male 
2958,1549,18.0,Female
2959,1549,22.0,Male 
2960,1550,29.0,Female
2961,1550,1.0,Male 
2962,1552,39.0,Male 
2963,1552,18.0,Female
2964,1552,34.0,Female
2965,1552,0.0,Male 
2966,1553,34.0,Female
2967,1553,9.0,Female
2968,1553,9.0,Male 
2969,1553,1.0,Male 
2970,1554,33.0,Female
2971,1554,46.0,Male 
2972,1554,15.0,Male 
2973,1554,10.0,Male 
2974,1558,33.0,Female
2975,1558,46.0,Male 
2976,1558,15.0,Male 
2977,1558,10.0,Male 
2978,1560,33.0,Female
2979,1560,41.0,Male 
2980,1560,8.0,Female
2981,1561,33.0,Female
2982,1561,41.0,Male 
2983,1561,8.0,Female
2984,1562,8.0,Male 
2985,1562,59.0,Male 
2986,1562,49.0,Female
2987,1563,52.0,Female
2988,1563,16.0,Male 
2989,1563,25.0,Male 
2990,1563,18.0,Female
2991,1564,45.0,Female
2992,1564,21.0,Female
2993,1564,60.0,Male 
2994,1565,29.0,Female
2995,1565,1.0,Male 
2996,1566,35.0,Male 
2997,1566,29.0,Female
2998,1566,11.0,Female
2999,1566,5.0,Female
3000,1566,5.0,Male 
3001,1567,29.0,Female
3002,1567,5.0,Female
3003,1567,2.0,Female
3004,1569,45.0,Female
3005,1569,10.0,Male 
3006,1569,19.0,Male 
3007,1569,16.0,Male 
3008,1570,32.0,Female
3009,1570,16.0,Male 
3010,1570,10.0,Male 
3011,1570,5.0,Male 
3012,1573,33.0,Female
3013,1573,46.0,Male 
3014,1573,15.0,Male 
3015,1573,10.0,Male 
3016,1574,32.0,Female
3017,1574,44.0,Male 
3018,1574,16.0,Female
3019,1574,11.0,Female
3020,1574,3.0,Female
3021,1574,6.0,Male 
3022,1578,29.0,Female
3023,1578,1.0,Male 
3024,1579,29.0,Female
3025,1579,5.0,Female
3026,1580,45.0,Female
3027,1580,21.0,Female
3028,1580,60.0,Male 
3029,1581,32.0,Female
3030,1581,44.0,Male 
3031,1581,16.0,Female
3032,1581,11.0,Female
3033,1581,3.0,Female
3034,1581,6.0,Male 
3035,1582,41.0,Female
3036,1582,43.0,Male 
3037,1582,8.0,Male 
3038,1586,35.0,Female
3039,1586,3.0,Female
3040,1586,0.0,Female
3041,1586,34.0,Male 
3042,1588,25.0,Male 
3043,1588,19.0,Female
3044,1588,0.0,Female
3045,1589,34.0,Female
3046,1589,41.0,Male 
3047,1589,9.0,Female
3048,1589,7.0,Male 
3049,1589,2.0,Male 
3050,1589,1.0,Male 
3051,1590,29.0,Female
3052,1590,5.0,Female
3053,1591,30.0,Male 
3054,1591,26.0,Female
3055,1591,5.0,Female
3056,1592,29.0,Female
3057,1592,1.0,Male 
3058,1593,29.0,Male 
3059,1593,24.0,Female
3060,1593,5.0,Male 
3061,1593,8.0,Female
3062,1594,32.0,Female
3063,1594,16.0,Male 
3064,1594,10.0,Male 
3065,1594,5.0,Male 
3066,1596,30.0,Female
3067,1596,5.0,Female
3068,1596,10.0,Male 
3069,1596,4.0,Male 
3070,1596,40.0,Male 
3071,1597,29.0,Female
3072,1597,1.0,Male 
3073,1598,45.0,Female
3074,1598,10.0,Male 
3075,1598,19.0,Male 
3076,1598,16.0,Male 
3077,1599,35.0,Male 
3078,1599,29.0,Female
3079,1599,11.0,Female
3080,1599,5.0,Female
3081,1599,5.0,Male 
3082,1602,8.0,Male 
3083,1602,59.0,Male 
3084,1602,49.0,Female
3085,1605,45.0,Female
3086,1605,21.0,Female
3087,1605,60.0,Male 
3088,1607,41.0,Female
3089,1607,43.0,Male 
3090,1607,8.0,Male 
3091,1608,33.0,Female
3092,1608,41.0,Male 
3093,1608,8.0,Female
3094,1609,18.0,Female
3095,1609,22.0,Male 
3096,1610,13.0,Male 
3097,1610,7.0,Female
3098,1610,30.0,Female
3099,1610,5.0,Male 
3100,1612,8.0,Male 
3101,1612,59.0,Male 
3102,1612,49.0,Female
3103,1616,45.0,Female
3104,1616,21.0,Female
3105,1616,60.0,Male 
3106,1623,33.0,Female
3107,1623,46.0,Male 
3108,1623,15.0,Male 
3109,1623,10.0,Male 
3110,1624,37.0,Female
3111,1624,5.0,Female
3112,1624,32.0,Male 
3113,1624,1.0,Female
3114,1626,18.0,Female
3115,1626,22.0,Male 
3116,1628,20.0,Female
3117,1628,19.0,Male 
3118,1628,24.0,Male 
3119,1628,3.0,Male 
3120,1633,17.0,Female
3121,1633,12.0,Male 
3122,1633,32.0,Female
3123,1633,10.0,Male 
3124,1635,29.0,Female
3125,1635,5.0,Female
3126,1641,18.0,Female
3127,1641,22.0,Male 
3128,1643,45.0,Female
3129,1643,21.0,Female
3130,1643,60.0,Male 
3131,1644,53.0,Female
3132,1644,53.0,Female
3133,1645,53.0,Female
3134,1645,53.0,Female
3135,1646,35.0,Male 
3136,1646,29.0,Female
3137,1646,11.0,Female
3138,1646,5.0,Female
3139,1646,5.0,Male 
3140,1647,18.0,Female
3141,1647,22.0,Male 
3142,1650,18.0,Female
3143,1650,22.0,Male 
3144,1652,37.0,Female
3145,1652,5.0,Female
3146,1652,32.0,Male 
3147,1652,1.0,Female
3148,1655,45.0,Female
3149,1655,21.0,Female
3150,1655,60.0,Male 
3151,1656,29.0,Male 
3152,1656,24.0,Female
3153,1656,5.0,Male 
3154,1656,8.0,Female
3155,1659,35.0,Female
3156,1659,3.0,Female
3157,1659,0.0,Female
3158,1659,34.0,Male 
3159,1662,45.0,Female
3160,1662,21.0,Female
3161,1662,60.0,Male 
3162,1663,33.0,Female
3163,1663,41.0,Male 
3164,1663,8.0,Female
3165,1665,35.0,Female
3166,1665,3.0,Female
3167,1665,0.0,Female
3168,1665,34.0,Male 
3169,1667,43.0,Female
3170,1667,16.0,Male 
3171,1667,8.0,Male 
3172,1667,22.0,Male 
3173,1667,19.0,Male 
3174,1667,11.0,Female
3175,1667,14.0,Female
3176,1671,29.0,Male 
3177,1671,24.0,Female
3178,1671,5.0,Male 
3179,1671,8.0,Female
3180,1675,8.0,Male 
3181,1675,59.0,Male 
3182,1675,49.0,Female
3183,1676,37.0,Female
3184,1676,5.0,Female
3185,1676,32.0,Male 
3186,1676,1.0,Female
3187,1678,29.0,Female
3188,1678,5.0,Female
3189,1678,2.0,Female
3190,1683,52.0,Female
3191,1683,3.0,Female
3192,1683,1.0,Female
3193,1683,12.0,Female
3194,1684,10.0,Female
3195,1684,15.0,Male 
3196,1684,37.0,Male 
3197,1684,29.0,Female
3198,1688,30.0,Female
3199,1688,5.0,Female
3200,1688,10.0,Male 
3201,1688,4.0,Male 
3202,1688,40.0,Male 
3203,1691,52.0,Female
3204,1691,3.0,Female
3205,1691,1.0,Female
3206,1691,12.0,Female
3207,1693,41.0,Female
3208,1693,43.0,Male 
3209,1693,8.0,Male 
3210,1694,24.0,Female
3211,1694,27.0,Male 
3212,1694,2.0,Male 
3213,1695,32.0,Female
3214,1695,16.0,Male 
3215,1695,10.0,Male 
3216,1695,5.0,Male 
3217,1699,20.0,Female
3218,1699,19.0,Male 
3219,1699,24.0,Male 
3220,1699,3.0,Male 
3221,1702,45.0,Female
3222,1702,21.0,Female
3223,1702,60.0,Male 
3224,1706,35.0,Female
3225,1706,3.0,Female
3226,1706,0.0,Female
3227,1706,34.0,Male 
3228,1707,45.0,Female
3229,1707,5.0,Male 
3230,1707,13.0,Male 
3231,1707,50.0,Male 
3232,1707,10.0,Male 
3233,1710,52.0,Female
3234,1710,3.0,Female
3235,1710,1.0,Female
3236,1710,12.0,Female
3237,1711,52.0,Female
3238,1711,3.0,Female
3239,1711,1.0,Female
3240,1711,12.0,Female
3241,1712,45.0,Female
3242,1712,10.0,Male 
3243,1712,19.0,Male 
3244,1712,16.0,Male 
3245,1714,52.0,Female
3246,1714,16.0,Male 
3247,1714,25.0,Male 
3248,1714,18.0,Female
3249,1715,53.0,Female
3250,1715,53.0,Female
3251,1717,33.0,Female
3252,1717,46.0,Male 
3253,1717,15.0,Male 
3254,1717,10.0,Male 
3255,1718,40.0,Female
3256,1718,4.0,Female
3257,1718,44.0,Male 
3258,1721,45.0,Female
3259,1721,10.0,Male 
3260,1721,19.0,Male 
3261,1721,16.0,Male 
3262,1722,30.0,Male 
3263,1722,26.0,Female
3264,1722,5.0,Female
3265,1723,40.0,Female
3266,1723,4.0,Female
3267,1723,44.0,Male 
3268,1726,45.0,Female
3269,1726,21.0,Female
3270,1726,60.0,Male 
3271,1729,32.0,Female
3272,1729,16.0,Male 
3273,1729,10.0,Male 
3274,1729,5.0,Male 
3275,1732,53.0,Female
3276,1732,53.0,Female
3277,1734,30.0,Female
3278,1734,5.0,Female
3279,1734,10.0,Male 
3280,1734,4.0,Male 
3281,1734,40.0,Male 
3282,1735,17.0,Female
3283,1735,12.0,Male 
3284,1735,32.0,Female
3285,1735,10.0,Male 
3286,1737,30.0,Female
3287,1737,5.0,Female
3288,1737,10.0,Male 
3289,1737,4.0,Male 
3290,1737,40.0,Male 
3291,1739,45.0,Female
3292,1739,5.0,Male 
3293,1739,13.0,Male 
3294,1739,50.0,Male 
3295,1739,10.0,Male 
3296,1740,18.0,Female
3297,1740,22.0,Male 
3298,1745,40.0,Female
3299,1745,4.0,Female
3300,1745,44.0,Male 
3301,1746,29.0,Female
3302,1746,1.0,Male 
3303,1747,45.0,Female
3304,1747,21.0,Female
3305,1747,60.0,Male 
3306,1750,45.0,Female
3307,1750,5.0,Male 
3308,1750,13.0,Male 
3309,1750,50.0,Male 
3310,1750,10.0,Male 
3311,1752,10.0,Female
3312,1752,15.0,Male 
3313,1752,37.0,Male 
3314,1752,29.0,Female
3315,1753,40.0,Female
3316,1753,4.0,Female
3317,1753,44.0,Male 
3318,1754,13.0,Male 
3319,1754,7.0,Female
3320,1754,30.0,Female
3321,1754,5.0,Male 
3322,1758,29.0,Male 
3323,1758,24.0,Female
3324,1758,5.0,Male 
3325,1758,8.0,Female
3326,1761,32.0,Female
3327,1761,16.0,Male 
3328,1761,10.0,Male 
3329,1761,5.0,Male 
3330,1762,53.0,Female
3331,1762,53.0,Female
3332,1763,34.0,Female
3333,1763,41.0,Male 
3334,1763,9.0,Female
3335,1763,7.0,Male 
3336,1763,2.0,Male 
3337,1763,1.0,Male 
3338,1764,33.0,Female
3339,1764,41.0,Male 
3340,1764,8.0,Female
3341,1766,7.0,Female
3342,1766,44.0,Male 
3343,1766,39.0,Female
3344,1766,2.0,Female
3345,1766,14.0,Female
3346,1766,11.0,Male 
3347,1767,35.0,Female
3348,1767,3.0,Female
3349,1767,0.0,Female
3350,1767,34.0,Male 
3351,1771,33.0,Female
3352,1771,46.0,Male 
3353,1771,15.0,Male 
3354,1771,10.0,Male 
3355,1772,20.0,Female
3356,1772,19.0,Male 
3357,1772,24.0,Male 
3358,1772,3.0,Male 
3359,1773,45.0,Female
3360,1773,10.0,Male 
3361,1773,19.0,Male 
3362,1773,16.0,Male 
3363,1774,29.0,Female
3364,1774,5.0,Female
3365,1774,2.0,Female
3366,1780,35.0,Female
3367,1780,3.0,Female
3368,1780,0.0,Female
3369,1780,34.0,Male 
3370,1781,34.0,Female
3371,1781,9.0,Female
3372,1781,9.0,Male 
3373,1781,1.0,Male 
3374,1782,40.0,Female
3375,1782,4.0,Female
3376,1782,44.0,Male 
3377,1783,37.0,Female
3378,1783,5.0,Female
3379,1783,32.0,Male 
3380,1783,1.0,Female
3381,1785,40.0,Female
3382,1785,4.0,Female
3383,1785,44.0,Male 
3384,1786,29.0,Female
3385,1786,5.0,Female
3386,1788,52.0,Female
3387,1788,16.0,Male 
3388,1788,25.0,Male 
3389,1788,18.0,Female
3390,1789,39.0,Male 
3391,1789,18.0,Female
3392,1789,34.0,Female
3393,1789,0.0,Male 
3394,1790,8.0,Male 
3395,1790,59.0,Male 
3396,1790,49.0,Female
3397,1792,7.0,Female
3398,1792,44.0,Male 
3399,1792,39.0,Female
3400,1792,2.0,Female
3401,1792,14.0,Female
3402,1792,11.0,Male 
3403,1793,33.0,Female
3404,1793,46.0,Male 
3405,1793,15.0,Male 
3406,1793,10.0,Male 
3407,1794,45.0,Female
3408,1794,5.0,Male 
3409,1794,13.0,Male 
3410,1794,50.0,Male 
3411,1794,10.0,Male 
3412,1795,10.0,Female
3413,1795,15.0,Male 
3414,1795,37.0,Male 
3415,1795,29.0,Female
3416,1800,8.0,Male 
3417,1800,59.0,Male 
3418,1800,49.0,Female
3419,1801,45.0,Female
3420,1801,5.0,Male 
3421,1801,13.0,Male 
3422,1801,50.0,Male 
3423,1801,10.0,Male 
3424,1803,35.0,Male 
3425,1803,29.0,Female
3426,1803,11.0,Female
3427,1803,5.0,Female
3428,1803,5.0,Male 
3429,1804,29.0,Female
3430,1804,5.0,Female
3431,1805,7.0,Female
3432,1805,44.0,Male 
3433,1805,39.0,Female
3434,1805,2.0,Female
3435,1805,14.0,Female
3436,1805,11.0,Male 
3437,1806,34.0,Female
3438,1806,9.0,Female
3439,1806,9.0,Male 
3440,1806,1.0,Male 
3441,1808,13.0,Male 
3442,1808,7.0,Female
3443,1808,30.0,Female
3444,1808,5.0,Male 
3445,1810,30.0,Male 
3446,1810,26.0,Female
3447,1810,5.0,Female
3448,1814,34.0,Female
3449,1814,9.0,Female
3450,1814,9.0,Male 
3451,1814,1.0,Male 
3452,1816,37.0,Female
3453,1816,5.0,Female
3454,1816,32.0,Male 
3455,1816,1.0,Female
3456,1819,30.0,Female
3457,1819,5.0,Female
3458,1819,10.0,Male 
3459,1819,4.0,Male 
3460,1819,40.0,Male 
3461,1820,10.0,Female
3462,1820,15.0,Male 
3463,1820,37.0,Male 
3464,1820,29.0,Female
3465,1821,32.0,Female
3466,1821,44.0,Male 
3467,1821,16.0,Female
3468,1821,11.0,Female
3469,1821,3.0,Female
3470,1821,6.0,Male 
3471,1823,45.0,Female
3472,1823,5.0,Male 
3473,1823,13.0,Male 
3474,1823,50.0,Male 
3475,1823,10.0,Male 
3476,1824,33.0,Female
3477,1824,41.0,Male 
3478,1824,8.0,Female
3479,1825,52.0,Female
3480,1825,16.0,Male 
3481,1825,25.0,Male 
3482,1825,18.0,Female
3483,1828,34.0,Female
3484,1828,9.0,Female
3485,1828,9.0,Male 
3486,1828,1.0,Male 
3487,1829,53.0,Female
3488,1829,53.0,Female
3489,1831,45.0,Female
3490,1831,5.0,Male 
3491,1831,13.0,Male 
3492,1831,50.0,Male 
3493,1831,10.0,Male 
3494,1832,17.0,Female
3495,1832,12.0,Male 
3496,1832,32.0,Female
3497,1832,10.0,Male 
3498,1835,29.0,Female
3499,1835,5.0,Female
3500,1835,2.0,Female
3501,1839,37.0,Female
3502,1839,5.0,Female
3503,1839,32.0,Male 
3504,1839,1.0,Female
3505,1843,10.0,Female
3506,1843,15.0,Male 
3507,1843,37.0,Male 
3508,1843,29.0,Female
3509,1846,29.0,Female
3510,1846,5.0,Female
3511,1846,2.0,Female
3512,1847,34.0,Female
3513,1847,9.0,Female
3514,1847,9.0,Male 
3515,1847,1.0,Male 
3516,1848,8.0,Male 
3517,1848,59.0,Male 
3518,1848,49.0,Female
3519,1849,52.0,Female
3520,1849,16.0,Male 
3521,1849,25.0,Male 
3522,1849,18.0,Female
3523,1850,13.0,Male 
3524,1850,7.0,Female
3525,1850,30.0,Female
3526,1850,5.0,Male 
3527,1852,29.0,Female
3528,1852,5.0,Female
3529,1857,45.0,Female
3530,1857,10.0,Male 
3531,1857,19.0,Male 
3532,1857,16.0,Male 
3533,1859,35.0,Male 
3534,1859,29.0,Female
3535,1859,11.0,Female
3536,1859,5.0,Female
3537,1859,5.0,Male 
3538,1860,24.0,Female
3539,1860,27.0,Male 
3540,1860,2.0,Male 
3541,1862,45.0,Female
3542,1862,21.0,Female
3543,1862,60.0,Male 
3544,1865,45.0,Female
3545,1865,21.0,Female
3546,1865,60.0,Male 
3547,1866,45.0,Female
3548,1866,5.0,Male 
3549,1866,13.0,Male 
3550,1866,50.0,Male 
3551,1866,10.0,Male 
3552,1868,18.0,Female
3553,1868,22.0,Male 
3554,1872,29.0,Male 
3555,1872,24.0,Female
3556,1872,5.0,Male 
3557,1872,8.0,Female
3558,1873,34.0,Female
3559,1873,9.0,Female
3560,1873,9.0,Male 
3561,1873,1.0,Male 
3562,1876,29.0,Female
3563,1876,5.0,Female
3564,1877,34.0,Female
3565,1877,9.0,Female
3566,1877,9.0,Male 
3567,1877,1.0,Male 
