individual_number,house_number,age,ip_sex
3121,1441,38.0,Female
3122,1441,5.0,Female
3123,1441,2.0,Male 
3124,1443,7.0,Male 
3125,1443,71.0,Male 
3126,1444,0.0,Female
3127,1444,9.0,Female
3128,1444,43.0,Male 
3129,1444,28.0,Female
3130,1444,16.0,Male 
3131,1444,3.0,Male 
3132,1445,37.0,Male 
3133,1445,38.0,Female
3134,1445,5.0,Female
3135,1445,2.0,Male 
3136,1446,35.0,Female
3137,1446,14.0,Female
3138,1446,9.0,Female
3139,1446,14.0,Male 
3140,1447,48.0,Female
3141,1447,10.0,Male 
3142,1447,8.0,Male 
3143,1447,60.0,Male 
3144,1448,28.0,Female
3145,1448,33.0,Male 
3146,1448,34.0,Male 
3147,1448,3.0,Male 
3148,1448,20.0,Female
3149,1448,18.0,Male 
3150,1449,35.0,Female
3151,1449,14.0,Female
3152,1449,9.0,Female
3153,1449,14.0,Male 
3154,1450,26.0,Female
3155,1450,39.0,Male 
3156,1451,64.0,Female
3157,1451,74.0,Male 
3158,1453,24.0,Female
3159,1453,29.0,Female
3160,1453,8.0,Female
3161,1453,10.0,Male 
3162,1453,41.0,Male 
3163,1453,0.0,Male 
3164,1454,7.0,Male 
3165,1454,71.0,Male 
3166,1455,37.0,Male 
3167,1455,38.0,Female
3168,1455,5.0,Female
3169,1455,2.0,Male 
3170,1456,40.0,Male 
3171,1456,30.0,Female
3172,1458,29.0,Female
3173,1458,56.0,Female
3174,1458,18.0,Female
3175,1458,57.0,Male 
3176,1458,9.0,Male 
3177,1458,31.0,Female
3178,1458,10.0,Male 
3179,1459,18.0,Female
3180,1459,11.0,Female
3181,1459,10.0,Female
3182,1459,11.0,Male 
3183,1459,45.0,Male 
3184,1459,35.0,Female
3185,1459,6.0,Male 
3186,1460,82.0,Male 
3187,1460,12.0,Female
3188,1460,43.0,Female
3189,1461,39.0,Female
3190,1461,7.0,Female
3191,1461,3.0,Male 
3192,1461,3.0,Male 
3193,1461,47.0,Male 
3194,1463,50.0,Female
3195,1463,6.0,Male 
3196,1463,11.0,Male 
3197,1464,36.0,Male 
3198,1464,10.0,Female
3199,1466,46.0,Female
3200,1466,12.0,Male 
3201,1466,23.0,Female
3202,1466,52.0,Male 
3203,1467,46.0,Female
3204,1467,12.0,Male 
3205,1467,23.0,Female
3206,1467,52.0,Male 
3207,1468,31.0,Female
3208,1468,9.0,Male 
3209,1468,5.0,Male 
3210,1468,33.0,Male 
3211,1469,24.0,Male 
3212,1469,18.0,Male 
3213,1469,55.0,Female
3214,1469,22.0,Male 
3215,1470,30.0,Female
3216,1470,0.0,Female
3217,1470,3.0,Female
3218,1470,10.0,Female
3219,1470,8.0,Male 
3220,1470,40.0,Male 
3221,1471,31.0,Female
3222,1471,9.0,Male 
3223,1471,5.0,Male 
3224,1471,33.0,Male 
3225,1472,82.0,Male 
3226,1472,12.0,Female
3227,1472,43.0,Female
3228,1474,23.0,Female
3229,1474,40.0,Male 
3230,1476,60.0,Female
3231,1476,63.0,Male 
3232,1477,37.0,Male 
3233,1477,46.0,Female
3234,1478,31.0,Female
3235,1478,9.0,Male 
3236,1478,5.0,Male 
3237,1478,33.0,Male 
3238,1484,68.0,Female
3239,1484,68.0,Male 
3240,1485,46.0,Female
3241,1485,12.0,Male 
3242,1485,23.0,Female
3243,1485,52.0,Male 
3244,1488,50.0,Female
3245,1488,6.0,Male 
3246,1488,11.0,Male 
3247,1489,24.0,Male 
3248,1489,18.0,Male 
3249,1489,55.0,Female
3250,1489,22.0,Male 
3251,1490,19.0,Male 
3252,1490,46.0,Female
3253,1490,53.0,Male 
3254,1492,24.0,Male 
3255,1492,18.0,Male 
3256,1492,55.0,Female
3257,1492,22.0,Male 
3258,1494,39.0,Female
3259,1494,7.0,Female
3260,1494,3.0,Male 
3261,1494,3.0,Male 
3262,1494,47.0,Male 
3263,1496,69.0,Female
3264,1496,19.0,Male 
3265,1496,30.0,Male 
3266,1498,37.0,Male 
3267,1498,38.0,Female
3268,1498,5.0,Female
3269,1498,2.0,Male 
3270,1501,23.0,Female
3271,1501,65.0,Female
3272,1501,8.0,Male 
3273,1501,30.0,Female
3274,1501,5.0,Male 
3275,1501,0.0,Female
3276,1501,30.0,Female
3277,1503,28.0,Female
3278,1503,33.0,Male 
3279,1503,34.0,Male 
3280,1503,3.0,Male 
3281,1503,20.0,Female
3282,1503,18.0,Male 
3283,1505,24.0,Male 
3284,1505,18.0,Male 
3285,1505,55.0,Female
3286,1505,22.0,Male 
3287,1506,7.0,Male 
3288,1506,71.0,Male 
3289,1508,31.0,Female
3290,1508,9.0,Male 
3291,1508,5.0,Male 
3292,1508,33.0,Male 
3293,1509,64.0,Female
3294,1509,74.0,Male 
3295,1510,26.0,Female
3296,1510,39.0,Male 
3297,1511,48.0,Female
3298,1511,10.0,Male 
3299,1511,8.0,Male 
3300,1511,60.0,Male 
3301,1514,34.0,Male 
3302,1514,25.0,Female
3303,1514,5.0,Female
3304,1514,7.0,Male 
3305,1516,32.0,Female
3306,1516,13.0,Female
3307,1516,2.0,Female
3308,1517,68.0,Female
3309,1517,68.0,Male 
3310,1518,24.0,Female
3311,1518,29.0,Female
3312,1518,8.0,Female
3313,1518,10.0,Male 
3314,1518,41.0,Male 
3315,1518,0.0,Male 
3316,1519,32.0,Female
3317,1519,13.0,Female
3318,1519,2.0,Female
3319,1520,28.0,Female
3320,1520,33.0,Male 
3321,1520,34.0,Male 
3322,1520,3.0,Male 
3323,1520,20.0,Female
3324,1520,18.0,Male 
3325,1525,60.0,Female
3326,1525,63.0,Male 
3327,1526,24.0,Male 
3328,1526,18.0,Male 
3329,1526,55.0,Female
3330,1526,22.0,Male 
3331,1527,68.0,Female
3332,1527,68.0,Male 
3333,1528,68.0,Male 
3334,1528,65.0,Female
3335,1528,23.0,Female
3336,1528,22.0,Female
3337,1529,18.0,Female
3338,1529,11.0,Female
3339,1529,10.0,Female
3340,1529,11.0,Male 
3341,1529,45.0,Male 
3342,1529,35.0,Female
3343,1529,6.0,Male 
3344,1532,37.0,Male 
3345,1532,38.0,Female
3346,1532,5.0,Female
3347,1532,2.0,Male 
3348,1533,37.0,Male 
3349,1533,46.0,Female
3350,1534,39.0,Female
3351,1534,7.0,Female
3352,1534,3.0,Male 
3353,1534,3.0,Male 
3354,1534,47.0,Male 
3355,1539,57.0,Male 
3356,1539,54.0,Female
3357,1539,9.0,Female
3358,1539,18.0,Male 
3359,1540,32.0,Female
3360,1540,6.0,Female
3361,1540,12.0,Male 
3362,1540,44.0,Male 
3363,1541,48.0,Female
3364,1541,10.0,Male 
3365,1541,8.0,Male 
3366,1541,60.0,Male 
3367,1542,39.0,Female
3368,1542,7.0,Female
3369,1542,3.0,Male 
3370,1542,3.0,Male 
3371,1542,47.0,Male 
3372,1543,33.0,Female
3373,1543,6.0,Male 
3374,1543,35.0,Male 
3375,1545,46.0,Female
3376,1545,12.0,Male 
3377,1545,23.0,Female
3378,1545,52.0,Male 
3379,1547,23.0,Female
3380,1547,65.0,Female
3381,1547,8.0,Male 
3382,1547,30.0,Female
3383,1547,5.0,Male 
3384,1547,0.0,Female
3385,1547,30.0,Female
3386,1549,37.0,Male 
3387,1549,38.0,Female
3388,1549,5.0,Female
3389,1549,2.0,Male 
3390,1550,26.0,Female
3391,1550,39.0,Male 
3392,1552,24.0,Female
3393,1552,29.0,Female
3394,1552,8.0,Female
3395,1552,10.0,Male 
3396,1552,41.0,Male 
3397,1552,0.0,Male 
3398,1553,69.0,Female
3399,1553,19.0,Male 
3400,1553,30.0,Male 
3401,1554,68.0,Male 
3402,1554,65.0,Female
3403,1554,23.0,Female
3404,1554,22.0,Female
3405,1555,1.0,Male 
3406,1555,26.0,Female
3407,1555,5.0,Male 
3408,1555,30.0,Male 
3409,1557,0.0,Female
3410,1557,9.0,Female
3411,1557,43.0,Male 
3412,1557,28.0,Female
3413,1557,16.0,Male 
3414,1557,3.0,Male 
3415,1559,15.0,Male 
3416,1559,5.0,Male 
3417,1559,19.0,Female
3418,1559,40.0,Male 
3419,1559,39.0,Female
3420,1559,13.0,Female
3421,1559,10.0,Female
3422,1560,57.0,Male 
3423,1560,54.0,Female
3424,1560,9.0,Female
3425,1560,18.0,Male 
3426,1562,20.0,Female
3427,1562,4.0,Female
3428,1562,42.0,Female
3429,1562,5.0,Male 
3430,1564,23.0,Female
3431,1564,65.0,Female
3432,1564,8.0,Male 
3433,1564,30.0,Female
3434,1564,5.0,Male 
3435,1564,0.0,Female
3436,1564,30.0,Female
3437,1565,33.0,Female
3438,1565,6.0,Male 
3439,1565,35.0,Male 
3440,1566,60.0,Female
3441,1566,63.0,Male 
3442,1568,37.0,Male 
3443,1568,38.0,Female
3444,1568,5.0,Female
3445,1568,2.0,Male 
3446,1569,37.0,Female
3447,1569,11.0,Female
3448,1569,7.0,Female
3449,1569,13.0,Male 
3450,1569,19.0,Female
3451,1569,41.0,Male 
3452,1572,37.0,Female
3453,1572,11.0,Female
3454,1572,7.0,Female
3455,1572,13.0,Male 
3456,1572,19.0,Female
3457,1572,41.0,Male 
3458,1573,15.0,Male 
3459,1573,5.0,Male 
3460,1573,19.0,Female
3461,1573,40.0,Male 
3462,1573,39.0,Female
3463,1573,13.0,Female
3464,1573,10.0,Female
3465,1574,32.0,Female
3466,1574,6.0,Female
3467,1574,12.0,Male 
3468,1574,44.0,Male 
3469,1576,24.0,Female
3470,1576,29.0,Female
3471,1576,8.0,Female
3472,1576,10.0,Male 
3473,1576,41.0,Male 
3474,1576,0.0,Male 
3475,1579,18.0,Female
3476,1579,11.0,Female
3477,1579,10.0,Female
3478,1579,11.0,Male 
3479,1579,45.0,Male 
3480,1579,35.0,Female
3481,1579,6.0,Male 
3482,1581,32.0,Female
3483,1581,13.0,Female
3484,1581,2.0,Female
3485,1582,1.0,Female
3486,1582,11.0,Male 
3487,1582,5.0,Male 
3488,1582,34.0,Male 
3489,1582,3.0,Female
3490,1582,42.0,Female
3491,1583,33.0,Female
3492,1583,6.0,Male 
3493,1583,35.0,Male 
3494,1584,58.0,Female
3495,1584,21.0,Female
3496,1585,50.0,Female
3497,1585,6.0,Male 
3498,1585,11.0,Male 
3499,1587,20.0,Male 
3500,1587,28.0,Female
3501,1588,60.0,Female
3502,1588,63.0,Male 
3503,1589,32.0,Female
3504,1589,6.0,Female
3505,1589,12.0,Male 
3506,1589,44.0,Male 
3507,1590,68.0,Female
3508,1590,68.0,Male 
3509,1591,37.0,Female
3510,1591,11.0,Female
3511,1591,7.0,Female
3512,1591,13.0,Male 
3513,1591,19.0,Female
3514,1591,41.0,Male 
3515,1592,82.0,Male 
3516,1592,12.0,Female
3517,1592,43.0,Female
3518,1595,45.0,Male 
3519,1595,35.0,Female
3520,1595,3.0,Female
3521,1596,7.0,Male 
3522,1596,71.0,Male 
3523,1599,61.0,Female
3524,1599,22.0,Female
3525,1600,50.0,Female
3526,1600,6.0,Male 
3527,1600,11.0,Male 
3528,1601,26.0,Female
3529,1601,39.0,Male 
3530,1603,15.0,Male 
3531,1603,5.0,Male 
3532,1603,19.0,Female
3533,1603,40.0,Male 
3534,1603,39.0,Female
3535,1603,13.0,Female
3536,1603,10.0,Female
3537,1606,57.0,Male 
3538,1606,54.0,Female
3539,1606,9.0,Female
3540,1606,18.0,Male 
3541,1607,8.0,Female
3542,1607,11.0,Female
3543,1607,24.0,Male 
3544,1607,40.0,Female
3545,1608,60.0,Female
3546,1608,63.0,Male 
3547,1609,45.0,Male 
3548,1609,35.0,Female
3549,1609,3.0,Female
3550,1613,35.0,Female
3551,1613,14.0,Female
3552,1613,9.0,Female
3553,1613,14.0,Male 
3554,1614,20.0,Male 
3555,1614,28.0,Female
3556,1616,91.0,Male 
3557,1616,10.0,Male 
3558,1616,16.0,Female
3559,1616,87.0,Female
3560,1618,46.0,Female
3561,1618,12.0,Male 
3562,1618,23.0,Female
3563,1618,52.0,Male 
3564,1621,46.0,Female
3565,1621,12.0,Male 
3566,1621,23.0,Female
3567,1621,52.0,Male 
3568,1623,45.0,Male 
3569,1623,35.0,Female
3570,1623,3.0,Female
3571,1624,69.0,Female
3572,1624,19.0,Male 
3573,1624,30.0,Male 
3574,1625,32.0,Female
3575,1625,13.0,Female
3576,1625,2.0,Female
3577,1626,32.0,Female
3578,1626,6.0,Female
3579,1626,12.0,Male 
3580,1626,44.0,Male 
3581,1628,0.0,Female
3582,1628,9.0,Female
3583,1628,43.0,Male 
3584,1628,28.0,Female
3585,1628,16.0,Male 
3586,1628,3.0,Male 
3587,1630,30.0,Female
3588,1630,0.0,Female
3589,1630,3.0,Female
3590,1630,10.0,Female
3591,1630,8.0,Male 
3592,1630,40.0,Male 
3593,1633,68.0,Male 
3594,1633,65.0,Female
3595,1633,23.0,Female
3596,1633,22.0,Female
3597,1634,15.0,Male 
3598,1634,5.0,Male 
3599,1634,19.0,Female
3600,1634,40.0,Male 
3601,1634,39.0,Female
3602,1634,13.0,Female
3603,1634,10.0,Female
3604,1635,57.0,Male 
3605,1635,54.0,Female
3606,1635,9.0,Female
3607,1635,18.0,Male 
3608,1637,47.0,Male 
3609,1637,9.0,Male 
3610,1637,39.0,Female
3611,1637,14.0,Male 
3612,1638,26.0,Female
3613,1638,39.0,Male 
3614,1639,60.0,Female
3615,1639,63.0,Male 
3616,1640,40.0,Male 
3617,1640,30.0,Female
3618,1642,23.0,Female
3619,1642,65.0,Female
3620,1642,8.0,Male 
3621,1642,30.0,Female
3622,1642,5.0,Male 
3623,1642,0.0,Female
3624,1642,30.0,Female
3625,1645,15.0,Male 
3626,1645,5.0,Male 
3627,1645,19.0,Female
3628,1645,40.0,Male 
3629,1645,39.0,Female
3630,1645,13.0,Female
3631,1645,10.0,Female
3632,1649,31.0,Female
3633,1649,9.0,Male 
3634,1649,5.0,Male 
3635,1649,33.0,Male 
3636,1651,23.0,Female
3637,1651,40.0,Male 
3638,1653,15.0,Male 
3639,1653,5.0,Male 
3640,1653,19.0,Female
3641,1653,40.0,Male 
3642,1653,39.0,Female
3643,1653,13.0,Female
3644,1653,10.0,Female
3645,1654,0.0,Female
3646,1654,9.0,Female
3647,1654,43.0,Male 
3648,1654,28.0,Female
3649,1654,16.0,Male 
3650,1654,3.0,Male 
3651,1658,20.0,Female
3652,1658,4.0,Female
3653,1658,42.0,Female
3654,1658,5.0,Male 
3655,1659,23.0,Female
3656,1659,40.0,Male 
3657,1662,33.0,Female
3658,1662,6.0,Male 
3659,1662,35.0,Male 
3660,1665,32.0,Female
3661,1665,13.0,Female
3662,1665,2.0,Female
3663,1666,36.0,Male 
3664,1666,10.0,Female
3665,1670,37.0,Female
3666,1670,11.0,Female
3667,1670,7.0,Female
3668,1670,13.0,Male 
3669,1670,19.0,Female
3670,1670,41.0,Male 
3671,1672,61.0,Female
3672,1672,22.0,Female
3673,1674,24.0,Female
3674,1674,29.0,Female
3675,1674,8.0,Female
3676,1674,10.0,Male 
3677,1674,41.0,Male 
3678,1674,0.0,Male 
3679,1676,39.0,Female
3680,1676,7.0,Female
3681,1676,3.0,Male 
3682,1676,3.0,Male 
3683,1676,47.0,Male 
3684,1677,47.0,Male 
3685,1677,9.0,Male 
3686,1677,39.0,Female
3687,1677,14.0,Male 
3688,1678,31.0,Female
3689,1678,9.0,Male 
3690,1678,5.0,Male 
3691,1678,33.0,Male 
3692,1679,40.0,Male 
3693,1679,30.0,Female
3694,1680,39.0,Female
3695,1680,7.0,Female
3696,1680,3.0,Male 
3697,1680,3.0,Male 
3698,1680,47.0,Male 
3699,1683,20.0,Female
3700,1683,4.0,Female
3701,1683,42.0,Female
3702,1683,5.0,Male 
3703,1686,30.0,Female
3704,1686,0.0,Female
3705,1686,3.0,Female
3706,1686,10.0,Female
3707,1686,8.0,Male 
3708,1686,40.0,Male 
3709,1687,69.0,Female
3710,1687,19.0,Male 
3711,1687,30.0,Male 
3712,1689,15.0,Male 
3713,1689,5.0,Male 
3714,1689,19.0,Female
3715,1689,40.0,Male 
3716,1689,39.0,Female
3717,1689,13.0,Female
3718,1689,10.0,Female
3719,1691,64.0,Female
3720,1691,74.0,Male 
3721,1693,0.0,Female
3722,1693,9.0,Female
3723,1693,43.0,Male 
3724,1693,28.0,Female
3725,1693,16.0,Male 
3726,1693,3.0,Male 
3727,1695,47.0,Male 
3728,1695,9.0,Male 
3729,1695,39.0,Female
3730,1695,14.0,Male 
3731,1697,32.0,Female
3732,1697,13.0,Female
3733,1697,2.0,Female
3734,1698,1.0,Female
3735,1698,11.0,Male 
3736,1698,5.0,Male 
3737,1698,34.0,Male 
3738,1698,3.0,Female
3739,1698,42.0,Female
3740,1699,50.0,Female
3741,1699,6.0,Male 
3742,1699,11.0,Male 
3743,1701,20.0,Female
3744,1701,4.0,Female
3745,1701,42.0,Female
3746,1701,5.0,Male 
3747,1703,1.0,Male 
3748,1703,26.0,Female
3749,1703,5.0,Male 
3750,1703,30.0,Male 
3751,1704,40.0,Male 
3752,1704,30.0,Female
3753,1705,57.0,Male 
3754,1705,54.0,Female
3755,1705,9.0,Female
3756,1705,18.0,Male 
3757,1707,91.0,Male 
3758,1707,10.0,Male 
3759,1707,16.0,Female
3760,1707,87.0,Female
3761,1709,68.0,Female
3762,1709,68.0,Male 
3763,1710,24.0,Male 
3764,1710,18.0,Male 
3765,1710,55.0,Female
3766,1710,22.0,Male 
3767,1712,46.0,Female
3768,1712,12.0,Male 
3769,1712,23.0,Female
3770,1712,52.0,Male 
3771,1715,7.0,Male 
3772,1715,71.0,Male 
3773,1716,69.0,Female
3774,1716,19.0,Male 
3775,1716,30.0,Male 
3776,1718,1.0,Male 
3777,1718,26.0,Female
3778,1718,5.0,Male 
3779,1718,30.0,Male 
3780,1719,46.0,Female
3781,1719,12.0,Male 
3782,1719,23.0,Female
3783,1719,52.0,Male 
3784,1720,61.0,Female
3785,1720,22.0,Female
3786,1722,20.0,Female
3787,1722,4.0,Female
3788,1722,42.0,Female
3789,1722,5.0,Male 
3790,1723,0.0,Female
3791,1723,9.0,Female
3792,1723,43.0,Male 
3793,1723,28.0,Female
3794,1723,16.0,Male 
3795,1723,3.0,Male 
3796,1724,34.0,Male 
3797,1724,25.0,Female
3798,1724,5.0,Female
3799,1724,7.0,Male 
3800,1725,57.0,Male 
3801,1725,54.0,Female
3802,1725,9.0,Female
3803,1725,18.0,Male 
3804,1726,37.0,Female
3805,1726,11.0,Female
3806,1726,7.0,Female
3807,1726,13.0,Male 
3808,1726,19.0,Female
3809,1726,41.0,Male 
3810,1728,16.0,Male 
3811,1728,19.0,Male 
3812,1728,57.0,Female
3813,1730,16.0,Male 
3814,1730,19.0,Male 
3815,1730,57.0,Female
3816,1731,13.0,Male 
3817,1731,10.0,Male 
3818,1731,33.0,Female
3819,1731,3.0,Male 
3820,1734,20.0,Male 
3821,1734,28.0,Female
3822,1735,69.0,Female
3823,1735,19.0,Male 
3824,1735,30.0,Male 
3825,1737,35.0,Female
3826,1737,14.0,Female
3827,1737,9.0,Female
3828,1737,14.0,Male 
3829,1738,23.0,Female
3830,1738,65.0,Female
3831,1738,8.0,Male 
3832,1738,30.0,Female
3833,1738,5.0,Male 
3834,1738,0.0,Female
3835,1738,30.0,Female
3836,1742,28.0,Female
3837,1742,33.0,Male 
3838,1742,34.0,Male 
3839,1742,3.0,Male 
3840,1742,20.0,Female
3841,1742,18.0,Male 
3842,1743,16.0,Male 
3843,1743,19.0,Male 
3844,1743,57.0,Female
3845,1745,45.0,Male 
3846,1745,35.0,Female
3847,1745,3.0,Female
3848,1748,60.0,Female
3849,1748,63.0,Male 
3850,1749,45.0,Male 
3851,1749,35.0,Female
3852,1749,3.0,Female
3853,1751,46.0,Female
3854,1751,12.0,Male 
3855,1751,23.0,Female
3856,1751,52.0,Male 
3857,1752,26.0,Female
3858,1752,39.0,Male 
3859,1753,19.0,Male 
3860,1753,46.0,Female
3861,1753,53.0,Male 
3862,1754,33.0,Female
3863,1754,6.0,Male 
3864,1754,35.0,Male 
3865,1755,37.0,Male 
3866,1755,46.0,Female
3867,1756,19.0,Male 
3868,1756,46.0,Female
3869,1756,53.0,Male 
3870,1758,68.0,Male 
3871,1758,65.0,Female
3872,1758,23.0,Female
3873,1758,22.0,Female
3874,1760,33.0,Female
3875,1760,6.0,Male 
3876,1760,35.0,Male 
3877,1761,46.0,Female
3878,1761,12.0,Male 
3879,1761,23.0,Female
3880,1761,52.0,Male 
3881,1762,61.0,Female
3882,1762,22.0,Female
3883,1763,15.0,Male 
3884,1763,5.0,Male 
3885,1763,19.0,Female
3886,1763,40.0,Male 
3887,1763,39.0,Female
3888,1763,13.0,Female
3889,1763,10.0,Female
3890,1765,23.0,Female
3891,1765,65.0,Female
3892,1765,8.0,Male 
3893,1765,30.0,Female
3894,1765,5.0,Male 
3895,1765,0.0,Female
3896,1765,30.0,Female
3897,1766,61.0,Female
3898,1766,22.0,Female
3899,1767,36.0,Male 
3900,1767,10.0,Female
3901,1768,68.0,Male 
3902,1768,65.0,Female
3903,1768,23.0,Female
3904,1768,22.0,Female
3905,1771,33.0,Female
3906,1771,6.0,Male 
3907,1771,35.0,Male 
3908,1772,60.0,Female
3909,1772,63.0,Male 
3910,1774,20.0,Male 
3911,1774,28.0,Female
3912,1775,47.0,Male 
3913,1775,9.0,Male 
3914,1775,39.0,Female
3915,1775,14.0,Male 
3916,1776,18.0,Female
3917,1776,11.0,Female
3918,1776,10.0,Female
3919,1776,11.0,Male 
3920,1776,45.0,Male 
3921,1776,35.0,Female
3922,1776,6.0,Male 
3923,1779,61.0,Female
3924,1779,22.0,Female
3925,1782,13.0,Male 
3926,1782,10.0,Male 
3927,1782,33.0,Female
3928,1782,3.0,Male 
3929,1783,26.0,Female
3930,1783,39.0,Male 
3931,1784,1.0,Male 
3932,1784,26.0,Female
3933,1784,5.0,Male 
3934,1784,30.0,Male 
3935,1785,13.0,Male 
3936,1785,10.0,Male 
3937,1785,33.0,Female
3938,1785,3.0,Male 
3939,1789,91.0,Male 
3940,1789,10.0,Male 
3941,1789,16.0,Female
3942,1789,87.0,Female
3943,1793,50.0,Female
3944,1793,6.0,Male 
3945,1793,11.0,Male 
3946,1794,34.0,Male 
3947,1794,25.0,Female
3948,1794,5.0,Female
3949,1794,7.0,Male 
3950,1795,68.0,Male 
3951,1795,65.0,Female
3952,1795,23.0,Female
3953,1795,22.0,Female
3954,1796,68.0,Female
3955,1796,68.0,Male 
3956,1797,24.0,Female
3957,1797,29.0,Female
3958,1797,8.0,Female
3959,1797,10.0,Male 
3960,1797,41.0,Male 
3961,1797,0.0,Male 
3962,1799,15.0,Male 
3963,1799,5.0,Male 
3964,1799,19.0,Female
3965,1799,40.0,Male 
3966,1799,39.0,Female
3967,1799,13.0,Female
3968,1799,10.0,Female
3969,1801,58.0,Female
3970,1801,21.0,Female
3971,1802,60.0,Female
3972,1802,63.0,Male 
3973,1804,91.0,Male 
3974,1804,10.0,Male 
3975,1804,16.0,Female
3976,1804,87.0,Female
3977,1806,16.0,Male 
3978,1806,19.0,Male 
3979,1806,57.0,Female
3980,1808,37.0,Male 
3981,1808,46.0,Female
3982,1809,68.0,Male 
3983,1809,65.0,Female
3984,1809,23.0,Female
3985,1809,22.0,Female
3986,1810,68.0,Female
3987,1810,68.0,Male 
3988,1813,40.0,Male 
3989,1813,30.0,Female
3990,1815,68.0,Female
3991,1815,68.0,Male 
3992,1817,37.0,Male 
3993,1817,38.0,Female
3994,1817,5.0,Female
3995,1817,2.0,Male 
3996,1823,40.0,Male 
3997,1823,30.0,Female
3998,1824,19.0,Male 
3999,1824,46.0,Female
4000,1824,53.0,Male 
4001,1825,13.0,Male 
4002,1825,10.0,Male 
4003,1825,33.0,Female
4004,1825,3.0,Male 
4005,1826,58.0,Female
4006,1826,21.0,Female
4007,1829,1.0,Male 
4008,1829,26.0,Female
4009,1829,5.0,Male 
4010,1829,30.0,Male 
4011,1831,47.0,Male 
4012,1831,9.0,Male 
4013,1831,39.0,Female
4014,1831,14.0,Male 
4015,1832,32.0,Female
4016,1832,6.0,Female
4017,1832,12.0,Male 
4018,1832,44.0,Male 
4019,1833,68.0,Female
4020,1833,68.0,Male 
4021,1836,61.0,Female
4022,1836,22.0,Female
4023,1837,1.0,Female
4024,1837,11.0,Male 
4025,1837,5.0,Male 
4026,1837,34.0,Male 
4027,1837,3.0,Female
4028,1837,42.0,Female
4029,1838,1.0,Male 
4030,1838,26.0,Female
4031,1838,5.0,Male 
4032,1838,30.0,Male 
4033,1839,30.0,Female
4034,1839,0.0,Female
4035,1839,3.0,Female
4036,1839,10.0,Female
4037,1839,8.0,Male 
4038,1839,40.0,Male 
4039,1840,32.0,Female
4040,1840,6.0,Female
4041,1840,12.0,Male 
4042,1840,44.0,Male 
4043,1844,18.0,Female
4044,1844,11.0,Female
4045,1844,10.0,Female
4046,1844,11.0,Male 
4047,1844,45.0,Male 
4048,1844,35.0,Female
4049,1844,6.0,Male 
4050,1846,34.0,Male 
4051,1846,25.0,Female
4052,1846,5.0,Female
4053,1846,7.0,Male 
4054,1849,28.0,Female
4055,1849,33.0,Male 
4056,1849,34.0,Male 
4057,1849,3.0,Male 
4058,1849,20.0,Female
4059,1849,18.0,Male 
4060,1851,37.0,Male 
4061,1851,46.0,Female
4062,1853,31.0,Female
4063,1853,9.0,Male 
4064,1853,5.0,Male 
4065,1853,33.0,Male 
4066,1854,50.0,Female
4067,1854,6.0,Male 
4068,1854,11.0,Male 
4069,1855,31.0,Female
4070,1855,9.0,Male 
4071,1855,5.0,Male 
4072,1855,33.0,Male 
4073,1856,46.0,Female
4074,1856,12.0,Male 
4075,1856,23.0,Female
4076,1856,52.0,Male 
4077,1862,24.0,Male 
4078,1862,25.0,Female
4079,1862,9.0,Female
4080,1862,0.0,Male 
4081,1866,26.0,Female
4082,1866,39.0,Male 
4083,1867,91.0,Male 
4084,1867,10.0,Male 
4085,1867,16.0,Female
4086,1867,87.0,Female
4087,1868,61.0,Female
4088,1868,22.0,Female
4089,1869,13.0,Male 
4090,1869,10.0,Male 
4091,1869,33.0,Female
4092,1869,3.0,Male 
4093,1870,37.0,Female
4094,1870,11.0,Female
4095,1870,7.0,Female
4096,1870,13.0,Male 
4097,1870,19.0,Female
4098,1870,41.0,Male 
4099,1871,23.0,Female
4100,1871,40.0,Male 
4101,1872,40.0,Male 
4102,1872,30.0,Female
4103,1875,19.0,Male 
4104,1875,46.0,Female
4105,1875,53.0,Male 
4106,1877,1.0,Male 
4107,1877,26.0,Female
4108,1877,5.0,Male 
4109,1877,30.0,Male 
4110,1878,23.0,Female
4111,1878,40.0,Male 
4112,1881,19.0,Male 
4113,1881,46.0,Female
4114,1881,53.0,Male 
4115,1882,91.0,Male 
4116,1882,10.0,Male 
4117,1882,16.0,Female
4118,1882,87.0,Female
4119,1883,58.0,Female
4120,1883,21.0,Female
4121,1884,1.0,Male 
4122,1884,26.0,Female
4123,1884,5.0,Male 
4124,1884,30.0,Male 
4125,1885,50.0,Female
4126,1885,6.0,Male 
4127,1885,11.0,Male 
4128,1886,20.0,Male 
4129,1886,28.0,Female
4130,1887,1.0,Male 
4131,1887,26.0,Female
4132,1887,5.0,Male 
4133,1887,30.0,Male 
4134,1892,50.0,Female
4135,1892,6.0,Male 
4136,1892,11.0,Male 
4137,1896,64.0,Female
4138,1896,74.0,Male 
4139,1900,13.0,Male 
4140,1900,10.0,Male 
4141,1900,33.0,Female
4142,1900,3.0,Male 
4143,1902,37.0,Male 
4144,1902,46.0,Female
4145,1904,15.0,Male 
4146,1904,5.0,Male 
4147,1904,19.0,Female
4148,1904,40.0,Male 
4149,1904,39.0,Female
4150,1904,13.0,Female
4151,1904,10.0,Female
4152,1905,26.0,Female
4153,1905,39.0,Male 
4154,1907,50.0,Female
4155,1907,6.0,Male 
4156,1907,11.0,Male 
